data_dado_inserido;papel;tipo;empresa;setor;cotacao;data_ult_cotacao;min_52_sem;max_52_sem;vol_med_2m;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativos;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec_5a;ativo;disponibilidades;ativo_circulante;div_bruta;div_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
2021-12-17;SOJA3;ON NM;BOA SAFRA ON NM;Agropecuária;R$ 15,63;2021-12-17;R$ 13,00;R$ 16,88;R$ 4.989.480,00;R$ 1.830.900.000,00;R$ 1.709.790.000,00;2021-09-30;117140000;4.13;13.68;1.14;2.92;5.35;13;19.1;2.1;16.1;1.85;15.3;3.74;14.2;4.19;21.8;0;21.4;11.96;2.57;12.14;0;R$ 992.147.000,00;R$ 248.095.000,00;R$ 802.107.000,00;R$ 126.977.000,00;-R$ 121.118.000,00;R$ 626.668.000,00;R$ 133.826.000,00;R$ 88.087.000,00
2021-12-17;GGPS3;ON NM;GPS ON NM;Serviços Diversos;R$ 16,84;2021-12-17;R$ 11,91;R$ 19,76;R$ 34.313.200,00;R$ 11.240.500.000,00;R$ 11.232.600.000,00;2021-09-30;667491000;-1.52;0;0;5.19;3.25;0;0;0;0;2.02;0;7.78;0;-24.78;0;1.1;0;0;1.97;0;0;R$ 5.554.120.000,00;R$ 1.359.920.000,00;R$ 2.932.100.000,00;R$ 1.352.010.000,00;-R$ 7.910.020,00;R$ 2.166.720.000,00;R$ 0,00;R$ 99.298.000,00
2021-12-17;BLAU3;ON NM;BLAU ON NM;Comércio e Distribuição;R$ 36,95;2021-12-17;R$ 33,20;R$ 53,68;R$ 17.311.100,00;R$ 6.628.610.000,00;R$ 6.127.000.000,00;2021-09-30;179394000;3.47;18.74;1.97;4.01;9.2;13.57;50.2;4.89;36.1;2.79;26.1;4.75;20.6;6.35;37.6;0.7;21.4;12.05;4.76;12.54;17.2;R$ 2.372.650.000,00;R$ 1.004.920.000,00;R$ 1.765.420.000,00;R$ 503.318.000,00;-R$ 501.603.000,00;R$ 1.651.170.000,00;R$ 353.722.000,00;R$ 94.393.000,00
2021-12-17;DOTZ3;ON NM;DOTZ SA ON NM;Diversos;R$ 3,10;2021-12-17;R$ 3,00;R$ 17,15;R$ 532.448,00;R$ 409.412.000,00;R$ 130.661.000,00;2021-09-30;132068000;3.33;0;0;-7.89;-0.39;0;0;0;0;1.02;0;14.64;0;-3.66;0;0;0;0;1.09;0;0;R$ 401.944.000,00;R$ 305.271.000,00;R$ 341.966.000,00;R$ 26.520.000,00;-R$ 278.751.000,00;-R$ 51.891.000,00;R$ 0,00;-R$ 24.073.000,00
2021-12-17;BRBI11;UNT N2;BR PARTNERS UNT N2;Intermediários Financeiros;R$ 16,52;2021-12-17;R$ 16,37;R$ 28,34;R$ 4.023.270,00;R$ 1.728.820.000,00;R$ 846.116.000,00;2021-09-30;313951000;-2.82;0;0;2.24;7.37;0;0;0;0;0.66;0;2.06;0;2.35;0;0;0;0;1.48;0;0;R$ 2.639.350.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;-R$ 882.709.000,00;R$ 0,00;R$ 28.638.000,00
2021-12-17;IFCM3;ON NM;INFRACOMM ON NM;Programas e Serviços;R$ 15,55;2021-12-17;R$ 13,05;R$ 23,78;R$ 20.300.700,00;R$ 3.848.470.000,00;R$ 3.334.250.000,00;2021-09-30;247490000;2.78;0;0;4.18;3.72;0;0;0;0;2.56;0;8.12;0;12.06;0;0;0;0;2.11;0;0;R$ 1.503.450.000,00;R$ 611.017.000,00;R$ 901.026.000,00;R$ 96.792.000,00;-R$ 514.225.000,00;R$ 921.548.000,00;R$ 0,00;-R$ 3.808.000,00
2021-12-17;TTEN3;ON NM;3TENTOS ON NM;Agropecuária;R$ 9,37;2021-12-17;R$ 6,90;R$ 12,15;R$ 10.155.900,00;R$ 4.629.880.000,00;R$ 4.202.000.000,00;2021-09-30;494118000;10.24;0;0;2.24;4.18;0;0;0;0;1.06;0;3.06;0;3.65;0;0;0;0;1.74;0;0;R$ 4.353.140.000,00;R$ 1.329.760.000,00;R$ 3.555.880.000,00;R$ 901.874.000,00;-R$ 427.887.000,00;R$ 2.065.190.000,00;R$ 0,00;R$ 97.935.000,00
2021-12-17;SMFT3;ON NM;SMART FIT ON NM;Viagens e Lazer;R$ 17,42;2021-12-17;R$ 17,00;R$ 32,20;R$ 30.558.900,00;R$ 10.212.300.000,00;R$ 10.165.200.000,00;2021-09-30;586242000;-1.3;-16.29;-1.07;2.26;7.72;-28.51;2.9;6.6;-23.2;0.94;-40.7;4.3;-3.3;-4;-4.9;0;-13.9;24.55;2.68;-28.38;12.2;R$ 10.894.600.000,00;R$ 3.323.900.000,00;R$ 3.787.710.000,00;R$ 3.276.750.000,00;-R$ 47.148.000,00;R$ 4.524.110.000,00;-R$ 626.797.000,00;-R$ 156.827.000,00
2021-12-17;CBAV3;ON NM;CBA ON NM;Mineração;R$ 11,92;2021-12-17;R$ 10,27;R$ 16,30;R$ 33.656.700,00;R$ 7.102.330.000,00;R$ 8.803.520.000,00;2021-09-30;595833000;-3.48;0;0;1.85;6.45;0;0;0;0;0.63;0;3.61;0;-2.39;0;0;0;0;1.85;0;0;R$ 11.290.100.000,00;R$ 1.378.900.000,00;R$ 4.296.760.000,00;R$ 3.080.090.000,00;R$ 1.701.190.000,00;R$ 3.843.160.000,00;R$ 0,00;-R$ 47.309.000,00
2021-12-17;DESK3;ON NM;DESKTOPSIGMA ON NM;Telecomunicações;R$ 16,67;2021-12-17;R$ 14,60;R$ 26,45;R$ 7.908.650,00;R$ 1.449.770.000,00;R$ 1.247.840.000,00;2021-09-30;86968700;5.51;0;0;1.67;9.99;0;0;0;0;1.01;0;2.86;0;13.31;0;0;0;0;4.14;0;0;R$ 1.437.660.000,00;R$ 591.856.000,00;R$ 669.084.000,00;R$ 389.931.000,00;-R$ 201.925.000,00;R$ 868.497.000,00;R$ 0,00;R$ 9.558.000,00
2021-12-17;MLAS3;ON NM;MULTILASER ON NM;Computadores e Equipamentos;R$ 8,19;2021-12-17;R$ 6,27;R$ 12,98;R$ 15.772.200,00;R$ 6.720.220.000,00;R$ 6.155.120.000,00;2021-09-30;820539000;3.15;0;0;1.72;4.77;0;0;0;0;0.89;0;1.6;0;2.02;0;0;0;0;2.5;0;0;R$ 7.585.330.000,00;R$ 1.650.180.000,00;R$ 7.009.650.000,00;R$ 1.085.080.000,00;-R$ 565.098.000,00;R$ 3.910.490.000,00;R$ 0,00;R$ 225.656.000,00
2021-12-17;LVTC3;ON NM;WDC NETWORKS ON NM;Programas e Serviços;R$ 16,75;2021-12-17;R$ 15,50;R$ 26,73;R$ 4.246.220,00;R$ 1.077.510.000,00;R$ 903.060.000,00;2021-09-30;64329100;1.82;0;0;1.75;9.58;0;0;0;0;0.7;0;2.76;0;29.65;0;0;0;0;1.69;0;0;R$ 1.532.980.000,00;R$ 174.452.000,00;R$ 953.159.000,00;R$ 0,00;-R$ 174.452.000,00;R$ 616.160.000,00;R$ 0,00;R$ 12.099.000,00
2021-12-17;AGXY3;ON NM;AGROGALAXY ON NM;Agropecuária;R$ 9,95;2021-12-17;R$ 7,00;R$ 10,65;R$ 323.751,00;R$ 1.699.710.000,00;R$ 2.453.450.000,00;2021-09-30;170825000;0.2;18.71;0.53;1.25;7.99;9.76;12.3;0.3;3;0.28;1.4;2.62;2.9;42.1;6;0;6.7;9.82;1.16;14.09;0;R$ 5.967.490.000,00;R$ 585.217.000,00;R$ 4.636.450.000,00;R$ 1.338.960.000,00;R$ 753.744.000,00;R$ 1.364.840.000,00;R$ 90.857.000,00;R$ 70.969.000,00
2021-12-17;FIQE3;ON NM;UNIFIQUE ON NM;Telecomunicações;R$ 5,95;2021-12-17;R$ 5,56;R$ 8,88;R$ 4.091.730,00;R$ 2.154.200.000,00;R$ 1.643.000.000,00;2021-09-30;362050000;-0.83;0;0;2.19;2.72;0;0;0;0;1.34;0;3.29;0;7.42;0;0;0;0;3.57;0;0;R$ 1.602.420.000,00;R$ 798.726.000,00;R$ 907.783.000,00;R$ 287.531.000,00;-R$ 511.195.000,00;R$ 984.998.000,00;R$ 0,00;R$ 22.171.000,00
2021-12-17;TRAD3;ON NM;TC ON NM;Programas e Serviços;R$ 6,25;2021-12-17;R$ 5,39;R$ 13,21;R$ 27.731.900,00;R$ 1.760.290.000,00;R$ 1.242.910.000,00;2021-09-30;281647000;-2.5;0;0;2.77;2.26;0;0;0;0;2.61;0;3.45;0;3.48;0;0;0;0;15.74;0;0;R$ 675.333.000,00;R$ 525.880.000,00;R$ 545.579.000,00;R$ 8.492.000,00;-R$ 517.388.000,00;R$ 635.506.000,00;R$ 0,00;R$ 11.438.000,00
2021-12-17;ARML3;ON NM;ARMAC ON NM;Diversos;R$ 23,77;2021-12-17;R$ 18,96;R$ 26,74;R$ 18.607.100,00;R$ 8.218.700.000,00;R$ 8.049.030.000,00;2021-09-30;345760000;-4.54;0;0;7.41;3.21;0;0;0;0;4.2;0;9.92;0;43.6;0;0;0;0;4.93;0;0;R$ 1.958.980.000,00;R$ 892.411.000,00;R$ 1.038.990.000,00;R$ 722.739.000,00;-R$ 169.672.000,00;R$ 1.108.480.000,00;R$ 0,00;R$ 13.676.000,00
2021-12-17;BRIT3;ON NM;BRISANET ON NM;Telecomunicações;R$ 5,45;2021-12-17;R$ 4,95;R$ 13,98;R$ 3.545.060,00;R$ 2.447.570.000,00;R$ 2.272.560.000,00;2021-09-30;449095000;0;0;0;1.83;2.99;0;0;0;0;0.9;0;2.66;0;53.05;0;0;0;0;2.81;0;0;R$ 2.722.730.000,00;R$ 1.283.690.000,00;R$ 1.427.780.000,00;R$ 1.108.680.000,00;-R$ 175.007.000,00;R$ 1.341.070.000,00;R$ 0,00;-R$ 6.623.000,00
2021-12-17;CLSA3;ON NM;CLEARSALE ON NM;Serviços Financeiros Diversos;R$ 8,32;2021-12-17;R$ 7,73;R$ 29,69;R$ 15.202.100,00;R$ 1.563.540.000,00;R$ 906.811.000,00;2021-09-30;187926000;-0.95;0;0;1.99;4.18;0;0;0;0;1.55;0;2;0;2.26;0;0;0;0;6.94;0;0;R$ 1.006.020.000,00;R$ 772.876.000,00;R$ 913.394.000,00;R$ 116.142.000,00;-R$ 656.734.000,00;R$ 785.018.000,00;R$ 0,00;-R$ 45.238.000,00
2021-12-17;RAIZ4;PN N2;RAIZEN PN N2;Petróleo, Gás e Biocombustíveis;R$ 5,93;2021-12-17;R$ 5,46;R$ 7,36;R$ 69.218.000,00;R$ 61.390.400.000,00;R$ 92.107.500.000,00;2021-09-30;10352500000;-2.95;21.6;0.27;3.29;1.8;13.64;5.9;0.39;2.9;0.58;1.8;9.93;4.3;-1.85;5.4;0;15.2;12.25;1.13;20.47;0;R$ 105.379.000.000,00;R$ 6.808.410.000,00;R$ 53.184.800.000,00;R$ 37.525.500.000,00;R$ 30.717.100.000,00;R$ 18.671.900.000,00;R$ 2.842.560.000,00;R$ 712.673.000,00
2021-12-17;VVEO3;ON NM;VIVEO ON NM;Comércio e Distribuição;R$ 19,14;2021-12-17;R$ 16,36;R$ 27,14;R$ 6.616.210,00;R$ 5.476.400.000,00;R$ 5.338.680.000,00;2021-09-30;286123000;-4.49;0;0;2.52;7.59;0;0;0;0;0.96;0;2.35;0;14.62;0;0;0;0;2.49;0;0;R$ 5.691.660.000,00;R$ 1.706.890.000,00;R$ 3.894.190.000,00;R$ 1.569.170.000,00;-R$ 137.720.000,00;R$ 2.172.080.000,00;R$ 0,00;R$ 61.255.000,00
2021-12-17;ONCO3;ON NM;ONCOCLINICAS ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;R$ 11,78;2021-12-17;R$ 7,65;R$ 19,24;R$ 18.546.900,00;R$ 5.835.310.000,00;R$ 5.631.480.000,00;2021-09-30;495358000;0.68;0;0;3.36;3.5;0;0;0;0;1.17;0;3.81;0;-18.84;0;0;0;0;2.38;0;0;R$ 4.970.300.000,00;R$ 1.773.520.000,00;R$ 2.639.280.000,00;R$ 1.569.680.000,00;-R$ 203.836.000,00;R$ 1.734.180.000,00;R$ 0,00;R$ 145.177.000,00
2021-12-17;KRSA3;ON NM;KORA SAUDE ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;R$ 5,29;2021-12-17;R$ 4,21;R$ 8,15;R$ 1.239.980,00;R$ 4.057.840.000,00;R$ 4.996.350.000,00;2021-09-30;767078000;10.67;0;0;3.29;1.61;0;0;0;0;1.07;0;7.3;0;-2.96;0;0;0;0;1.92;0;0;R$ 3.778.600.000,00;R$ 652.741.000,00;R$ 1.156.180.000,00;R$ 1.591.250.000,00;R$ 938.507.000,00;R$ 1.234.890.000,00;R$ 0,00;-R$ 16.299.000,00
2021-12-17;VITT3;ON NM;VITTIA ON NM;Químicos;R$ 13,46;2021-12-17;R$ 8,94;R$ 13,50;R$ 1.323.120,00;R$ 1.925.440.000,00;R$ 2.063.630.000,00;2021-09-30;143049000;-0.07;19.26;0.7;4.25;3.17;13.81;36.9;2.73;19.7;2.1;14.4;7.08;15.2;8.78;19.7;0.7;22;13.84;1.67;14.8;0;R$ 915.606.000,00;R$ 153.060.000,00;R$ 675.940.000,00;R$ 291.250.000,00;R$ 138.190.000,00;R$ 453.438.000,00;R$ 99.976.000,00;R$ 55.743.000,00
2021-12-17;VBBR3;ON;VIBRA ON;Petróleo, Gás e Biocombustíveis;R$ 22,10;2021-12-17;R$ 17,45;R$ 28,99;R$ 228.344.000,00;R$ 25.746.500.000,00;R$ 34.504.500.000,00;2021-09-30;1165000000;-1.82;5.57;3.97;2.28;9.69;8.18;5.4;0.22;2.7;0.87;4;2.83;10.6;-8.39;12.8;11.1;40.9;9.32;2.49;10.97;3.9;R$ 29.562.000.000,00;R$ 2.030.000.000,00;R$ 15.205.000.000,00;R$ 10.788.000.000,00;R$ 8.758.000.000,00;R$ 11.287.000.000,00;R$ 4.620.000.000,00;R$ 598.000.000,00
2021-12-20;AALR3;ON NM;ALLIAR ON NM;Serv.Méd.Hospit. Análises e Diagnósticos;R$ 17,84;2021-12-20;R$ 8,63;R$ 18,65;R$ 17.809.200,00;R$ 2.110.350.000,00;R$ 2.725.480.000,00;2021-09-30;118293000;1.83;54.9;0.32;1.75;10.19;16.74;31.4;1.82;10.9;0.81;4.1;-46.89;4.8;-2.64;5.3;0;3.2;10.98;0.93;21.62;-0.4;R$ 2.604.540.000,00;R$ 152.402.000,00;R$ 566.594.000,00;R$ 767.534.000,00;R$ 615.132.000,00;R$ 1.205.650.000,00;R$ 38.439.000,00;R$ 5.153.000,00
2021-12-20;ABCB4;PN N2;ABC Brasil PN N2;Intermediários Financeiros;R$ 15,97;2021-12-20;R$ 13,71;R$ 17,97;R$ 17.374.300,00;R$ 3.610.660.000,00;R$ 0,00;2021-09-30;226090000;-0.93;6.97;2.29;0.79;20.15;0;0;0;0;0;0;0;0;0;0;6.2;11.4;0;0;0;-18.7;R$ 49.883.100.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.554.960.000,00;R$ 517.993.000,00;R$ 151.460.000,00
2021-12-20;ABEV3;ON;AMBEV S/A ON;Bebidas;R$ 15,42;2021-12-20;R$ 13,31;R$ 18,95;R$ 454.177.000,00;R$ 242.745.000.000,00;R$ 225.772.000.000,00;2021-09-30;15742200000;-0.75;15.32;1.01;2.8;5.51;15.54;51.9;3.5;22.5;1.8;23.4;34.24;11.6;-27.67;16.1;4.4;18.3;10.92;1.23;14.45;9.9;R$ 135.133.000.000,00;R$ 20.000.700.000,00;R$ 38.197.100.000,00;R$ 3.027.710.000,00;-R$ 16.973.000.000,00;R$ 86.771.200.000,00;R$ 15.849.700.000,00;R$ 3.552.530.000,00
2021-12-20;AERI3;ON NM;AERIS ON NM;Máquinas e Equipamentos;R$ 6,74;2021-12-20;R$ 6,74;R$ 13,13;R$ 14.225.400,00;R$ 5.164.280.000,00;R$ 5.698.910.000,00;2021-09-30;766213000;-1.75;77.41;0.09;5.08;1.33;29.36;10;1.95;6.6;1.74;2.5;3.78;5.9;-308.08;10.3;0;6.6;27.35;3.4;32.4;0;R$ 2.970.180.000,00;R$ 905.055.000,00;R$ 1.936.460.000,00;R$ 1.439.680.000,00;R$ 534.626.000,00;R$ 1.016.960.000,00;R$ 66.710.000,00;R$ 9.315.000,00
2021-12-20;AESB3;ON NM;AES BRASIL ON NM;Energia Elétrica;R$ 10,83;2021-12-20;R$ 10,81;R$ 17,40;R$ 15.640.900,00;R$ 5.329.510.000,00;R$ 10.530.600.000,00;2021-09-30;492106000;0.19;11.96;0.91;2.4;4.52;60.5;16.8;4.36;7.2;0.49;36.4;953.75;0.8;-0.8;0.9;1.7;20;119.54;1;119.54;0;R$ 10.919.000.000,00;R$ 731.674.000,00;R$ 1.215.190.000,00;R$ 5.932.720.000,00;R$ 5.201.040.000,00;R$ 2.223.480.000,00;R$ 445.672.000,00;R$ 422.475.000,00
2021-12-20;AFLT3;ON;AFLUENTE T ON;Energia Elétrica;R$ 8,66;2021-12-20;R$ 8,06;R$ 10,65;R$ 6.499,00;R$ 546.316.000,00;R$ 527.145.000,00;2021-09-30;63085000;3.1;27.74;0.31;3.06;2.83;27.41;67.4;14.06;51.3;2.78;50.7;12.37;10.1;17.33;11.4;7.3;11;26.34;9.63;26.45;10.8;R$ 196.426.000,00;R$ 19.758.000,00;R$ 49.277.000,00;R$ 587.000,00;-R$ 19.171.000,00;R$ 178.674.000,00;R$ 19.697.000,00;R$ 6.936.000,00
2021-12-20;AGRO3;ON NM;BRASILAGRO ON NM;Agropecuária;R$ 26,13;2021-12-20;R$ 19,76;R$ 32,85;R$ 22.602.000,00;R$ 2.675.110.000,00;R$ 2.280.960.000,00;2021-09-30;102377000;1.01;7.28;3.59;1.15;22.71;5.47;38.6;1.82;33.2;0.75;24.9;2.18;13.7;3.84;23.3;10;15.8;3.37;2.72;4.66;49;R$ 3.569.020.000,00;R$ 1.192.780.000,00;R$ 1.940.570.000,00;R$ 798.628.000,00;-R$ 394.148.000,00;R$ 2.324.940.000,00;R$ 367.393.000,00;R$ 125.401.000,00
2021-12-20;AHEB3;ON;PARQUE ANHEMBI ON;Viagens e Lazer;R$ 27,50;2021-12-20;R$ 20,00;R$ 28,90;R$ 4.628,00;R$ 234.960.000,00;R$ 228.308.000,00;2021-09-30;8544000;0;-3.88;-7.08;-4.89;-5.63;-5.91;22.6;1.23;-20.8;0.83;-31.7;-3.36;-14.1;-0.88;-15;0;125.9;-7.2;0.47;-5.74;33.1;R$ 281.956.000,00;R$ 6.652.000,00;R$ 62.756.000,00;R$ 0,00;-R$ 6.652.000,00;-R$ 48.063.000,00;-R$ 60.533.000,00;-R$ 5.379.000,00
2021-12-20;ALLD3;ON NM;ALLIED ON NM;Comércio;R$ 14,67;2021-12-20;R$ 14,32;R$ 37,14;R$ 5.212.600,00;R$ 1.367.550.000,00;R$ 1.310.450.000,00;2021-09-30;93220600;-2.85;4.02;3.65;0.9;16.34;3.73;15.4;0.24;6.4;0.33;5.9;1.43;8.8;3.58;19.4;5.1;22.3;3.02;1.47;3.57;0;R$ 4.150.470.000,00;R$ 461.119.000,00;R$ 3.008.500.000,00;R$ 404.018.000,00;-R$ 57.101.000,00;R$ 1.523.640.000,00;R$ 340.115.000,00;R$ 68.442.000,00
2021-12-20;ALPA3;ON N1;ALPARGATAS ON N1;Tecidos, Vestuário e Calçados;R$ 32,19;2021-12-20;R$ 28,80;R$ 52,36;R$ 97.108,00;R$ 18.929.700.000,00;R$ 18.263.500.000,00;2021-09-30;588062000;-3.1;42.11;0.76;5.68;5.67;22.95;53.4;4.67;20.4;3.55;11.1;11.85;15.5;17.66;20.9;0.8;13.5;18.56;2.13;22.14;-0.1;R$ 5.337.620.000,00;R$ 914.682.000,00;R$ 3.010.840.000,00;R$ 248.435.000,00;-R$ 666.247.000,00;R$ 3.335.250.000,00;R$ 449.497.000,00;R$ 156.321.000,00
2021-12-20;ALPA4;PN N1;ALPARGATAS PN N1;Tecidos, Vestuário e Calçados;R$ 38,69;2021-12-20;R$ 33,15;R$ 60,81;R$ 109.123.000,00;R$ 22.752.100.000,00;R$ 22.085.900.000,00;2021-09-30;588062000;-0.49;50.62;0.76;6.82;5.67;27.58;53.4;5.61;20.4;4.26;11.1;14.25;15.5;21.23;20.9;0.7;13.5;22.45;2.13;26.77;-0.1;R$ 5.337.620.000,00;R$ 914.682.000,00;R$ 3.010.840.000,00;R$ 248.435.000,00;-R$ 666.247.000,00;R$ 3.335.250.000,00;R$ 449.497.000,00;R$ 156.321.000,00
2021-12-20;ALPK3;ON NM;ESTAPAR ON NM;Serviços Diversos;R$ 4,48;2021-12-20;R$ 3,94;R$ 9,55;R$ 108.043,00;R$ 937.358.000,00;R$ 2.342.760.000,00;2021-09-30;209232000;0.67;-4.95;-0.91;1.86;2.41;13.05;24.2;1.24;9.5;0.36;-25;-1.74;2.8;-0.51;3;0;-37.6;7.48;0.31;32.62;0;R$ 2.600.060.000,00;R$ 64.826.000,00;R$ 238.901.000,00;R$ 1.470.230.000,00;R$ 1.405.400.000,00;R$ 504.587.000,00;-R$ 189.488.000,00;-R$ 48.224.000,00
2021-12-20;ALSO3;ON;ALIANSCSONAE ON;Exploração de Imóveis;R$ 20,90;2021-12-20;R$ 19,18;R$ 32,07;R$ 34.392.400,00;R$ 5.554.660.000,00;R$ 6.420.840.000,00;2021-09-30;265773000;-4.39;33.79;0.62;0.83;25.19;14.6;66.4;6.33;43.4;0.5;22.6;4.53;3.4;-3.49;3.9;1.1;2.5;11.24;3.18;16.87;31.7;R$ 11.136.900.000,00;R$ 1.307.810.000,00;R$ 1.788.760.000,00;R$ 2.174.000.000,00;R$ 866.188.000,00;R$ 6.693.810.000,00;R$ 164.410.000,00;R$ 60.584.000,00
2021-12-20;ALUP11;UNT N2;ALUPAR UNT N2;Energia Elétrica;R$ 24,13;2021-12-20;R$ 22,45;R$ 28,15;R$ 25.543.300,00;R$ 7.070.980.000,00;R$ 15.023.700.000,00;2021-09-30;879111000;-1.63;5.03;4.8;1.07;22.54;1.53;72.9;1.09;71.1;0.29;43;4.07;18.9;-0.68;20.3;3.5;21.3;3.15;1.85;3.25;50.1;R$ 24.502.300.000,00;R$ 1.494.620.000,00;R$ 3.773.840.000,00;R$ 9.447.340.000,00;R$ 7.952.720.000,00;R$ 6.603.890.000,00;R$ 1.405.690.000,00;R$ 240.316.000,00
2021-12-20;ALUP3;ON N2;ALUPAR ON N2;Energia Elétrica;R$ 8,00;2021-12-20;R$ 7,64;R$ 9,31;R$ 107.458,00;R$ 7.032.890.000,00;R$ 14.985.600.000,00;2021-09-30;879111000;-0.87;5;1.6;1.06;7.51;1.52;72.9;1.08;71.1;0.29;43;4.05;18.9;-0.67;20.3;3.5;21.3;3.15;1.85;3.24;50.1;R$ 24.502.300.000,00;R$ 1.494.620.000,00;R$ 3.773.840.000,00;R$ 9.447.340.000,00;R$ 7.952.720.000,00;R$ 6.603.890.000,00;R$ 1.405.690.000,00;R$ 240.316.000,00
2021-12-20;ALUP4;PN N2;ALUPAR PN N2;Energia Elétrica;R$ 8,03;2021-12-20;R$ 7,37;R$ 9,54;R$ 123.143,00;R$ 7.059.260.000,00;R$ 15.012.000.000,00;2021-09-30;879111000;-3.95;5.02;1.6;1.07;7.51;1.52;72.9;1.08;71.1;0.29;43;4.07;18.9;-0.68;20.3;3.5;21.3;3.15;1.85;3.24;50.1;R$ 24.502.300.000,00;R$ 1.494.620.000,00;R$ 3.773.840.000,00;R$ 9.447.340.000,00;R$ 7.952.720.000,00;R$ 6.603.890.000,00;R$ 1.405.690.000,00;R$ 240.316.000,00
2021-12-20;AMAR3;ON NM;LOJAS MARISA ON NM;Comércio;R$ 3,76;2021-12-20;R$ 2,93;R$ 8,58;R$ 38.456.000,00;R$ 983.868.000,00;R$ 2.202.050.000,00;2021-09-30;261667000;-1.31;-10.1;-0.37;1.06;3.56;3.89;45.2;0.4;10.4;0.29;0.4;3.98;7.5;-1.37;9.8;0;-10.5;4.09;1.17;8.71;-5.3;R$ 3.370.920.000,00;R$ 275.437.000,00;R$ 1.719.450.000,00;R$ 1.493.620.000,00;R$ 1.218.180.000,00;R$ 931.310.000,00;-R$ 97.406.000,00;R$ 44.379.000,00
2021-12-20;AMBP3;ON NM;AMBIPAR ON NM;Água e Saneamento;R$ 41,36;2021-12-20;R$ 20,93;R$ 69,45;R$ 54.986.800,00;R$ 4.671.030.000,00;R$ 6.205.530.000,00;2021-09-30;112936000;-3.32;34.5;1.2;3.97;10.42;19.15;21.3;3.2;16.7;0.99;9.8;6.23;5.2;-2.68;6.8;0.2;11.5;16.36;1.82;25.44;0;R$ 4.715.590.000,00;R$ 967.179.000,00;R$ 1.662.100.000,00;R$ 2.501.680.000,00;R$ 1.534.500.000,00;R$ 1.176.380.000,00;R$ 135.384.000,00;R$ 38.055.000,00
2021-12-20;ANIM3;ON NM;ANIMA ON NM;Diversos;R$ 8,31;2021-12-20;R$ 6,60;R$ 14,30;R$ 31.259.400,00;R$ 3.356.150.000,00;R$ 7.747.290.000,00;2021-09-30;403869000;-4.37;95.48;0.09;1.3;6.38;10.76;55.2;1.53;14.2;0.33;1.8;8.84;3;-0.55;3.3;0;1.4;12.32;1.31;24.84;19.4;R$ 10.317.000.000,00;R$ 759.471.000,00;R$ 1.615.160.000,00;R$ 5.150.610.000,00;R$ 4.391.140.000,00;R$ 2.577.160.000,00;R$ 35.151.000,00;R$ 13.184.000,00
2021-12-20;APER3;ON;ALPER S.A. ON;Previdência e Seguros;R$ 31,90;2021-12-20;R$ 26,52;R$ 60,48;R$ 1.655.330,00;R$ 485.901.000,00;R$ 383.094.000,00;2021-09-30;15232000;1.92;-3036.88;-0.01;1.65;19.28;-8.28;50.7;3.8;-45.9;0.99;-0.3;6.98;-12;-9.64;-15.5;0;-0.1;-8.82;1.92;-6.53;6.6;R$ 489.799.000,00;R$ 102.807.000,00;R$ 145.415.000,00;R$ 0,00;-R$ 102.807.000,00;R$ 293.651.000,00;-R$ 160.000,00;R$ 571.000,00
2021-12-20;ARZZ3;ON NM;AREZZO CO ON NM;Comércio;R$ 74,75;2021-12-20;R$ 62,15;R$ 100,07;R$ 79.551.000,00;R$ 7.447.420.000,00;R$ 7.718.470.000,00;2021-09-30;99631000;-1.81;23.47;3.19;4.82;15.52;26.42;51.1;3.01;11.4;2.38;12.8;17.54;9;-91.27;11.9;1.2;20.5;20.41;1.4;27.38;12.6;R$ 3.125.240.000,00;R$ 297.205.000,00;R$ 1.495.470.000,00;R$ 568.258.000,00;R$ 271.053.000,00;R$ 1.546.530.000,00;R$ 317.364.000,00;R$ 78.044.000,00
2021-12-20;ASAI3;ON NM;ASSAI ON NM;Comércio e Distribuição;R$ 14,10;2021-12-20;R$ 12,45;R$ 19,45;R$ 151.743.000,00;R$ 18.988.400.000,00;R$ 24.270.400.000,00;2021-09-30;1346690000;-2.49;10.73;1.31;7.91;1.78;8.78;12.4;0.75;8.5;0.91;7.1;-66.39;10.4;-2;17.2;0.8;73.6;11.05;0.97;11.22;0;R$ 20.769.000.000,00;R$ 2.881.000.000,00;R$ 8.881.000.000,00;R$ 8.163.000.000,00;R$ 5.282.000.000,00;R$ 2.402.000.000,00;R$ 1.769.000.000,00;R$ 538.000.000,00
