;papel;tipo;empresa;setor;cotacao;dt_ult_cotacao;min_52_sem;max_52_sem;vol_med;valor_mercado;valor_firma;ult_balanco_pro;nr_acoes;os_dia;pl;lpa;pvp;vpa;p_ebit;marg_bruta;psr;marg_ebit;p_ativo;marg_liquida;p_cap_giro;ebit_ativo;p_ativo_circ_liq;roic;div_yield;roe;ev_ebitda;liquidez_corr;ev_ebit;cres_rec;ativo;disponibilidades;ativo_circulante;divd_bruta;divd_liquida;patr_liquido;lucro_liquido_12m;lucro_liquido_3m
400;SULA3;ON N2;Sul America ON N2;Previdência e Seguros;8,24;03/02/2022;7,76;14,43;125.620;10.526.900.000;-3.839.700.000;30/09/2021;1277530000;-1.55;25.91;0.32;1.27;6.46;269.88;8.0;0.55;0.2;0.38;2.1;1.04;0.1;-11.85;0.3;0.9;4.9;-21.52;2.19;-98.44;2.9;27.711.300.000;16.463.300.000;18.563.200.000;2.096.720.000;-14.366.600.000;8.256.910.000;406.221.000;280.319.000
401;SULA4;PN;Sul America PN;Previdência e Seguros;8,34;03/02/2022;7,47;11,48;174.720;10.654.600.000;-3.711.950.000;30/09/2021;1277530000;1.96;26.23;0.32;1.29;6.46;273.16;8.0;0.55;0.2;0.38;2.1;1.06;0.1;-11.99;0.3;0.9;4.9;-20.81;2.19;-95.16;2.9;27.711.300.000;16.463.300.000;18.563.200.000;2.096.720.000;-14.366.600.000;8.256.910.000;406.221.000;280.319.000
402;SUZB3;ON;Suzano Papel ON;Madeira e Papel;59,07;03/02/2022;47,81;78,24;340.922.000;80.409.900.000;138.868.000.000;30/09/2021;1361260000;-0.34;6.57;8.99;5.95;9.93;5.78;47.2;2.14;37.1;0.71;32.6;3.88;12.3;-1.15;15.2;1.3;90.5;6.66;3.32;9.98;41.4;113.383.000.000;18.690.000.000;29.686.000.000;77.147.900.000;58.457.900.000;13.518.500.000;12.231.200.000;-961.974.000
403;TAEE11;UNT;TAESA UNT;Energia Elétrica;37,88;03/02/2022;27,01;39,16;79.770.400;13.049.600.000;19.082.800.000;30/09/2021;1033500000;0.96;4.98;7.60;1.88;20.10;4.39;79.2;3.32;75.7;0.81;66.7;10.17;18.5;-1.96;19.8;11.9;37.8;6.37;2.04;6.41;40.3;16.105.000.000;967.879.000;2.520.580.000;7.001.100.000;6.033.220.000;6.925.830.000;2.619.610.000;536.889.000
404;TAEE3;ON N2;TAESA ON N2;Energia Elétrica;12,65;03/02/2022;9,06;13,07;977.794;13.073.700.000;19.107.000.000;30/09/2021;1033500000;-0.08;4.99;2.53;1.89;6.70;4.39;79.2;3.33;75.7;0.81;66.7;10.19;18.5;-1.96;19.8;11.9;37.8;6.38;2.04;6.42;40.3;16.105.000.000;967.879.000;2.520.580.000;7.001.100.000;6.033.220.000;6.925.830.000;2.619.610.000;536.889.000
405;TAEE4;PN N2;TAESA PN N2;Energia Elétrica;12,66;03/02/2022;9,05;13,05;2.116.960;13.084.100.000;19.117.300.000;30/09/2021;1033500000;0.88;4.99;2.53;1.89;6.70;4.40;79.2;3.33;75.7;0.81;66.7;10.20;18.5;-1.97;19.8;11.9;37.8;6.38;2.04;6.43;40.3;16.105.000.000;967.879.000;2.520.580.000;7.001.100.000;6.033.220.000;6.925.830.000;2.619.610.000;536.889.000
406;TASA3;ON;TAURUS ARMAS ON;Máquinas e Equipamentos;21,71;03/02/2022;17,71;28,53;863.535;2.563.950.000;2.905.040.000;30/09/2021;118100000;-2.03;3.62;5.99;4.26;5.10;3.43;47.0;1.03;30.2;1.38;28.5;3.98;40.2;355.91;49.1;0.0;117.6;3.73;2.03;3.88;32.4;1.863.300.000;174.097.000;1.268.670.000;515.187.000;341.090.000;601.833.000;707.595.000;166.411.000
407;TASA4;PN;TAURUS ARMAS PN;Máquinas e Equipamentos;20,90;03/02/2022;17,46;28,76;20.673.600;2.468.290.000;2.809.380.000;30/09/2021;118100000;-0.52;3.49;5.99;4.10;5.10;3.30;47.0;1.00;30.2;1.32;28.5;3.83;40.2;342.63;49.1;0.0;117.6;3.61;2.03;3.75;32.4;1.863.300.000;174.097.000;1.268.670.000;515.187.000;341.090.000;601.833.000;707.595.000;166.411.000
408;TCNO3;ON;TECNOSOLO S/A ON;Construção e Engenharia;1,81;03/02/2022;0,95;7,83;134.492;11.982.200;45.804.200;31/12/2021;6620000;-1.63;-18.90;-0.10;-20.73;-0.09;-5.57;0;0;0;0.05;0.0;-0.12;-0.9;-0.06;-1.2;0.0;109.7;-25.72;0.29;-21.29;53.0;236.228.000;7.000;39.894.000;33.829.000;33.822.000;-578.000;-634.000;-863.000
409;TCNO4;PN;TECNOSOLO S/A PN;Construção e Engenharia;1,30;03/02/2022;0,65;6,28;210.368;8.606.000;42.428.000;31/12/2021;6620000;-0.76;-13.57;-0.10;-14.89;-0.09;-4.00;0;0;0;0.04;0.0;-0.09;-0.9;-0.04;-1.2;0.0;109.7;-23.82;0.29;-19.72;53.0;236.228.000;7.000;39.894.000;33.829.000;33.822.000;-578.000;-634.000;-863.000
410;TCSA3;ON NM;TECNISA ON NM;Construção Civil;3,82;03/02/2022;2,62;9,17;2.573.120;281.225.000;653.846.000;30/09/2021;73619000;1.60;-1.80;-2.13;0.43;8.82;-3.44;5.3;1.68;-48.9;0.18;-94.2;0.62;-5.2;-1.56;-6.0;0.0;-24.1;-9.04;2.81;-8.00;-7.3;1.564.340.000;183.453.000;706.226.000;556.074.000;372.621.000;649.131.000;-156.461.000;-45.007.000
411;TECN3;ON NM;TECHNOS ON NM;Tecidos, Vestuário e Calçados;2,58;03/02/2022;1,25;3,91;3.182.070;202.545.000;224.561.000;30/09/2021;78506000;3.20;15.76;0.16;0.63;4.12;3.26;51.7;0.64;19.5;0.31;4.0;0.72;9.6;2.65;13.1;3.1;4.0;4.58;3.41;3.61;-4.2;644.655.000;113.232.000;397.799.000;135.248.000;22.016.000;323.227.000;12.848.000;6.432.000
412;TEKA3;ON;TEKA S.A. ON;Tecidos, Vestuário e Calçados;26,10;25/01/2022;26,10;62,00;124;13.128.300;584.599.000;30/09/2021;503000;0.00;-0.11;-239.89;-0.01;-3534.53;64.67;16.9;0.06;0.1;0.01;-56.5;-0.01;0.0;-0.00;0.0;0.0;6.8;129.57;0.04;2879.80;9.0;1.035.480.000;266.000;95.716.000;571.737.000;571.471.000;-1.777.870.000;-120.663.000;-32.685.000
413;TEKA4;PN;TEKA S.A. PN;Tecidos, Vestuário e Calçados;9,12;03/02/2022;8,40;24,49;19.757;4.587.360;576.058.000;30/09/2021;503000;2.36;-0.04;-239.89;-0.00;-3534.53;22.60;16.9;0.02;0.1;0.00;-56.5;-0.00;0.0;-0.00;0.0;0.0;6.8;127.67;0.04;2837.73;9.0;1.035.480.000;266.000;95.716.000;571.737.000;571.471.000;-1.777.870.000;-120.663.000;-32.685.000
414;TELB3;ON;TELEBRAS ON;Telecomunicações;40,20;03/02/2022;37,16;85,54;18.197;2.728.170.000;2.012.120.000;30/09/2021;67865000;3.08;-18.99;-2.12;1.89;21.30;-7.89;-91.9;10.18;-129.0;0.68;-53.6;2.49;-8.6;-2.17;-11.4;0.0;-9.9;-21.46;5.93;-5.82;70.1;4.020.150.000;945.480.000;1.316.270.000;229.422.000;-716.058.000;1.445.520.000;-143.690.000;-49.759.000
415;TELB4;PN;TELEBRAS PN;Telecomunicações;14,42;03/02/2022;13,82;34,65;88.343;978.613.000;262.555.000;30/09/2021;67865000;-5.75;-6.81;-2.12;0.68;21.30;-2.83;-91.9;3.65;-129.0;0.24;-53.6;0.89;-8.6;-0.78;-11.4;0.0;-9.9;-2.80;5.93;-0.76;70.1;4.020.150.000;945.480.000;1.316.270.000;229.422.000;-716.058.000;1.445.520.000;-143.690.000;-49.759.000
416;TEND3;ON NM;Tenda ON NM;Construção Civil;15,05;03/02/2022;14,35;29,05;16.747.200;1.570.380.000;1.868.380.000;30/09/2021;104344000;-1.63;10.54;1.43;1.06;14.19;4.74;26.8;0.58;12.2;0.34;5.4;0.93;7.2;-5.13;9.6;1.2;10.1;5.10;2.56;5.63;19.6;4.580.950.000;1.041.820.000;2.786.960.000;1.339.820.000;298.002.000;1.480.680.000;149.017.000;6.430.000
417;TFCO4;PN;TRACK FIELD PN;Tecidos, Vestuário e Calçados;10,75;03/02/2022;10,31;16,37;2.831.940;1.716.970.000;1.731.220.000;30/09/2021;159718000;-2.71;27.26;0.39;6.99;1.54;21.22;59.6;4.25;20.0;4.08;15.6;7.51;19.2;11.38;25.3;5.5;25.6;20.64;3.35;21.40;0;420.609.000;63.200.000;325.904.000;77.453.000;14.253.000;245.575.000;62.989.000;21.468.000
418;TGMA3;ON NM;Tegma ON NM;Transporte;14,95;03/02/2022;12,88;25,73;5.179.380;986.745.000;968.608.000;30/09/2021;66003000;0.67;9.18;1.63;1.48;10.13;8.02;19.1;0.97;12.1;0.97;10.6;3.58;12.1;7.64;16.3;5.3;16.1;6.68;2.39;7.87;-1.2;1.014.020.000;221.421.000;473.722.000;203.284.000;-18.137.000;668.634.000;107.433.000;34.237.000
419;TIMS3;ON NM;TIM ON NM;Telecomunicações;13,44;03/02/2022;10,99;14,14;75.685.800;32.535.600.000;28.577.900.000;30/09/2021;2420800000;2.28;11.01;1.22;1.32;10.18;9.92;53.2;1.81;18.3;0.74;16.5;5.63;7.5;-4.84;9.7;3.2;12.0;3.21;1.85;8.71;4.4;43.978.500.000;7.372.410.000;12.611.100.000;3.414.670.000;-3.957.740.000;24.641.800.000;2.955.300.000;992.769.000
420;TKNO4;PN;TEKNO PN;Siderurgia e Metalurgia;63,61;03/02/2022;40,49;66,40;2.255;187.522.000;196.751.000;30/09/2021;2948000;20.00;3.19;19.93;0.78;81.48;4.03;27.3;0.65;16.0;0.54;20.2;1.49;13.5;1.66;16.1;5.6;24.5;3.85;2.37;4.23;22.9;344.756.000;24.549.000;217.499.000;33.778.000;9.229.000;240.202.000;58.764.000;29.703.000
421;TOTS3;ON NM;TOTVS ON NM;Programas e Serviços;28,20;03/02/2022;24,17;40,44;129.982.000;17.404.600.000;16.516.100.000;30/09/2021;617183000;-1.47;50.54;0.56;4.16;6.79;14.09;70.6;5.75;40.8;1.85;11.4;9.31;13.1;-61.34;18.8;1.1;8.2;11.14;1.61;13.37;7.3;9.425.290.000;2.753.020.000;4.953.790.000;1.864.530.000;-888.486.000;4.187.760.000;344.355.000;88.920.000
422;TPIS3;ON NM;TRIUNFO PARTICIPACOES SA ON NM;Transporte;2,03;03/02/2022;1,54;4,83;2.360.330;357.280.000;1.967.710.000;30/09/2021;176000000;1.00;1.23;1.65;0.38;5.30;-17.72;11.6;0.34;-1.9;0.11;27.0;-1.02;-0.6;-0.17;-0.7;2.0;31.2;4.72;0.38;-97.61;-9.6;3.237.580.000;97.257.000;211.934.000;1.707.680.000;1.610.430.000;932.497.000;290.867.000;88.763.000
423;TRAD3;ON NM;TC ON NM;Programas e Serviços;5,31;03/02/2022;4,18;13,21;12.146.300;1.495.550.000;978.158.000;30/09/2021;281647000;1.53;0.00;0.00;2.35;2.26;0;0;0;0;2.21;0;2.93;0.0;2.96;0;0.0;0;0;15.74;0;0;675.333.000;525.880.000;545.579.000;8.492.000;-517.388.000;635.506.000;0;11.438.000
424;TRIS3;ON NM;Trisul ON NM;Construção Civil;6,57;03/02/2022;5,16;11,11;8.561.750;1.226.080.000;1.429.560.000;30/09/2021;186618000;2.50;7.71;0.85;0.99;6.65;6.60;37.6;1.43;21.7;0.53;20.5;0.98;8.0;1.67;9.9;3.7;12.8;7.66;3.50;7.70;22.8;2.321.400.000;394.194.000;1.756.130.000;597.678.000;203.484.000;1.241.240.000;159.088.000;33.100.000
425;TRPL3;ON N1;TRANSMISSÃO PAULISTA ON N1;Energia Elétrica;30,50;03/02/2022;25,82;33,50;82.125;20.095.900.000;25.293.000.000;30/09/2021;658883000;0.00;5.36;5.69;1.38;22.07;4.63;69.8;4.57;98.7;0.71;85.6;9.27;15.4;-2.11;16.1;11.8;25.8;5.80;2.38;5.83;15.7;28.193.900.000;1.207.460.000;3.738.590.000;6.404.470.000;5.197.020.000;14.543.000.000;3.752.300.000;723.097.000
426;TRPL4;PN N1;TRANSMISSÃO PAULISTA PN N1;Energia Elétrica;24,03;03/02/2022;21,06;25,41;25.055.700;15.833.000.000;21.030.000.000;30/09/2021;658883000;0.25;4.22;5.69;1.09;22.07;3.65;69.8;3.60;98.7;0.56;85.6;7.30;15.4;-1.66;16.1;14.9;25.8;4.82;2.38;4.85;15.7;28.193.900.000;1.207.460.000;3.738.590.000;6.404.470.000;5.197.020.000;14.543.000.000;3.752.300.000;723.097.000
427;TTEN3;ON NM;3TENTOS ON NM;Agropecuária;9,76;03/02/2022;6,90;12,15;6.625.090;4.827.470.000;4.399.580.000;30/09/2021;494618000;-2.79;0.00;0.00;2.34;4.18;0;0;0;0;1.11;0;3.19;0.0;3.81;0;0.0;0;0;1.74;0;0;4.353.140.000;1.329.760.000;3.555.880.000;901.874.000;-427.887.000;2.065.190.000;0;97.935.000
428;TUPY3;ON;TUPY ON;Material de Transporte;19,82;03/02/2022;18,92;25,98;11.775.500;2.857.610.000;3.843.640.000;30/09/2021;144178000;-3.46;12.54;1.58;1.06;18.66;5.10;16.5;0.45;8.9;0.44;3.6;1.24;8.6;159.83;12.3;2.2;8.5;4.21;2.54;6.87;11.2;6.471.850.000;1.091.720.000;3.798.970.000;2.077.750.000;986.030.000;2.690.750.000;227.833.000;125.150.000
429;TXRX3;ON;RENAUX ON;Tecidos, Vestuário e Calçados;34,00;01/12/2021;29,80;59,34;0;144.806.000;397.754.000;30/09/2021;4259000;0.00;-24.41;-1.39;-0.47;-73.05;4.88;36.3;0.97;19.9;0.68;-4.0;-0.54;13.9;-0.34;20.6;0.0;1.9;11.48;0.26;13.42;15.2;213.474.000;80.000;95.275.000;253.028.000;252.948.000;-311.100.000;-5.933.000;2.680.000
430;TXRX4;PN;RENAUX PN;Tecidos, Vestuário e Calçados;6,75;03/02/2022;6,72;10,70;2.630;28.748.200;281.696.000;30/09/2021;4259000;0.15;-4.85;-1.39;-0.09;-73.05;0.97;36.3;0.19;19.9;0.13;-4.0;-0.11;13.9;-0.07;20.6;0.0;1.9;8.13;0.26;9.50;15.2;213.474.000;80.000;95.275.000;253.028.000;252.948.000;-311.100.000;-5.933.000;2.680.000
431;UCAS3;ON NM;UNICASA ON NM;Utilidades Domésticas;3,87;03/02/2022;3,45;5,48;182.517;255.753.000;198.651.000;30/09/2021;66086000;-1.02;9.91;0.39;1.55;2.50;9.13;38.1;1.25;13.7;0.94;12.7;4.74;10.3;7.59;14.8;5.5;15.6;5.33;1.63;7.09;4.2;271.103.000;72.992.000;139.533.000;15.890.000;-57.102.000;165.283.000;25.818.000;7.269.000
432;UNIP3;ON;UNIPAR PARTICIPAÇÕES S.A. ON;Químicos;91,99;03/02/2022;45,97;103,20;3.980.230;8.686.890.000;8.222.220.000;30/09/2021;94433000;-3.01;5.48;16.79;3.43;26.84;4.73;43.7;1.60;33.9;1.43;29.6;5.72;30.2;-12.18;42.4;15.3;62.6;4.03;2.19;4.48;17.7;6.075.100.000;1.434.670.000;2.795.560.000;970.003.000;-464.670.000;2.534.710.000;1.585.940.000;778.180.000
433;UNIP5;PNA;UNIPAR PARTICIPAÇÕES S.A. PNA;Químicos;96,90;01/02/2022;42,49;102,90;112.078;9.150.560.000;8.685.890.000;30/09/2021;94433000;0.00;5.77;16.79;3.61;26.84;4.98;43.7;1.69;33.9;1.51;29.6;6.03;30.2;-12.83;42.4;15.9;62.6;4.25;2.19;4.73;17.7;6.075.100.000;1.434.670.000;2.795.560.000;970.003.000;-464.670.000;2.534.710.000;1.585.940.000;778.180.000
434;UNIP6;PNB;UNIPAR PARTICIPAÇÕES S.A. PNB;Químicos;95,61;03/02/2022;43,96;103,24;35.130.000;9.028.740.000;8.564.070.000;30/09/2021;94433000;-2.89;5.69;16.79;3.56;26.84;4.91;43.7;1.66;33.9;1.49;29.6;5.95;30.2;-12.66;42.4;16.2;62.6;4.19;2.19;4.66;17.7;6.075.100.000;1.434.670.000;2.795.560.000;970.003.000;-464.670.000;2.534.710.000;1.585.940.000;778.180.000
435;USIM3;ON N1;USIMINAS ON N1;Siderurgia e Metalurgia;14,96;03/02/2022;11,59;22,48;9.893.420;18.746.100.000;17.530.800.000;30/09/2021;1253080000;-3.23;2.28;6.56;0.93;16.09;1.91;34.7;0.60;31.6;0.48;30.4;1.33;25.3;3.77;34.0;8.7;40.8;1.62;3.08;1.78;27.1;38.918.400.000;7.293.500.000;20.948.600.000;6.078.220.000;-1.215.280.000;20.164.300.000;8.221.180.000;1.562.220.000
436;USIM5;PNA N1;USIMINAS PNA N1;Siderurgia e Metalurgia;16,20;03/02/2022;11,92;22,01;295.905.000;20.299.900.000;19.084.600.000;30/09/2021;1253080000;-2.59;2.47;6.56;1.01;16.09;2.06;34.7;0.65;31.6;0.52;30.4;1.44;25.3;4.08;34.0;8.8;40.8;1.76;3.08;1.94;27.1;38.918.400.000;7.293.500.000;20.948.600.000;6.078.220.000;-1.215.280.000;20.164.300.000;8.221.180.000;1.562.220.000
437;USIM6;PNB N1;USIMINAS PNB N1;Siderurgia e Metalurgia;17,93;19/01/2022;15,95;28,01;221;22.467.700.000;21.252.400.000;30/09/2021;1253080000;0.00;2.73;6.56;1.11;16.09;2.28;34.7;0.72;31.6;0.58;30.4;1.59;25.3;4.51;34.0;8.0;40.8;1.96;3.08;2.16;27.1;38.918.400.000;7.293.500.000;20.948.600.000;6.078.220.000;-1.215.280.000;20.164.300.000;8.221.180.000;1.562.220.000
438;VALE3;ON NM;VALE ON NM;Mineração;85,75;03/02/2022;62,33;106,26;1.907.730.000;440.108.000.000;454.947.000.000;30/09/2021;5132460000;-0.05;4.60;18.64;2.43;35.32;2.42;61.2;1.46;60.3;0.93;31.4;20.67;38.5;-2.47;46.6;17.6;52.8;2.29;1.24;2.50;27.4;472.574.000.000;59.057.200.000;108.736.000.000;73.895.700.000;14.838.500.000;181.296.000.000;95.687.000.000;20.203.200.000
439;VAMO3;ON NM;VAMOS ON NM;Diversos;12,26;03/02/2022;7,33;18,13;28.725.100;11.977.900.000;13.302.100.000;30/09/2021;976988000;-1.53;35.44;0.35;4.40;2.79;19.40;35.1;4.91;25.3;1.65;13.9;6.37;8.5;-7.22;13.1;1.6;12.4;14.40;2.91;21.55;72.7;7.252.310.000;1.905.060.000;2.865.630.000;3.229.320.000;1.324.260.000;2.724.400.000;338.005.000;110.425.000
440;VBBR3;ON;VIBRA ON;Petróleo, Gás e Biocombustíveis;22,46;03/02/2022;17,45;28,99;174.000.000;26.165.900.000;34.923.900.000;30/09/2021;1165000000;0.36;5.66;3.97;2.32;9.69;8.32;5.4;0.23;2.7;0.89;4.0;2.87;10.6;-8.52;12.8;9.0;40.9;9.43;2.49;11.10;3.9;29.562.000.000;2.030.000.000;15.205.000.000;10.788.000.000;8.758.000.000;11.287.000.000;4.620.000.000;598.000.000
441;VIIA3;ON;VIA ON;Comércio;4,48;03/02/2022;3,75;16,03;195.722.000;7.160.950.000;15.599.900.000;30/09/2021;1598430000;1.82;716.10;0.01;1.26;3.55;6.89;30.6;0.22;3.2;0.20;0.0;-9.29;3.0;-0.67;3.9;0.0;0.2;7.85;0.96;15.01;5.3;35.089.000.000;1.575.000.000;18.789.000.000;10.014.000.000;8.439.000.000;5.675.000.000;10.000.000;-638.000.000
442;VITT3;ON NM;VITTIA ON NM;Químicos;14,66;03/02/2022;8,94;15,18;1.976.410;2.097.100.000;2.235.290.000;30/09/2021;143049000;-2.14;20.98;0.70;4.62;3.17;15.05;36.9;2.97;19.7;2.29;14.4;7.71;15.2;9.56;19.7;0.7;22.0;14.99;1.67;16.04;0;915.606.000;153.060.000;675.940.000;291.250.000;138.190.000;453.438.000;99.976.000;55.743.000
443;VIVA3;ON NM;VIVARA S.A. ON NM;Tecidos, Vestuário e Calçados;25,61;03/02/2022;21,50;34,24;27.110.900;6.049.030.000;5.874.160.000;30/09/2021;236198000;-1.50;22.87;1.12;4.50;5.69;20.16;74.1;4.79;23.8;2.55;21.0;7.25;12.7;16.15;17.6;1.3;19.7;16.05;2.48;19.57;27.0;2.368.820.000;465.779.000;1.400.600.000;290.905.000;-174.873.000;1.342.840.000;264.544.000;86.257.700
444;VIVR3;ON NM;VIVER ON NM;Construção Civil;1,21;03/02/2022;0,80;9,81;5.925.220;172.913.000;317.577.000;30/09/2021;142903000;-0.82;-2.18;-0.56;-1.39;-0.87;-4.03;13.5;2.21;-54.7;0.50;-101.2;-1.86;-12.4;-0.56;-16.0;0.0;63.5;-7.67;0.64;-7.40;58.0;346.030.000;65.960.000;162.041.000;210.624.000;144.664.000;-124.814.000;-79.314.000;-18.049.000
445;VIVT3;ON;TELEF BRASIL ON;Telecomunicações;50,14;03/02/2022;39,44;51,60;89.313.100;84.786.000.000;88.765.700.000;30/09/2021;1690980000;1.25;17.31;2.90;1.22;41.01;15.61;45.0;1.94;12.4;0.75;11.2;58.08;4.8;-4.21;5.6;6.9;7.1;5.12;1.07;16.34;0.3;113.253.000.000;8.727.810.000;23.710.200.000;12.707.600.000;3.979.750.000;69.350.500.000;4.897.640.000;1.317.770.000
446;VLID3;ON NM;VALID ON NM;Serviços Diversos;10,42;03/02/2022;6,87;10,67;3.888.000;855.169.000;1.746.570.000;30/09/2021;82070000;6.87;-35.15;-0.30;0.69;15.05;5.75;22.5;0.40;6.9;0.28;-1.0;1.80;4.9;-1.87;6.0;2.8;-2.0;5.81;1.57;11.74;7.9;3.048.870.000;401.802.000;1.307.590.000;1.293.200.000;891.403.000;1.235.000.000;-24.329.000;52.258.000
447;VULC3;ON;VULCABRAS S/A. ON;Tecidos, Vestuário e Calçados;8,89;03/02/2022;6,79;10,86;5.101.460;2.184.770.000;2.404.940.000;30/09/2021;245756000;-4.51;7.61;1.17;1.71;5.19;13.82;32.2;1.28;9.3;1.05;16.8;2.89;7.6;3.62;8.8;3.9;22.5;10.50;2.15;15.21;1.3;2.084.360.000;150.108.000;1.412.890.000;370.279.000;220.171.000;1.274.530.000;287.179.000;126.522.000
448;VVEO3;ON NM;VIVEO ON NM;Comércio e Distribuição;17,05;03/02/2022;13,80;26,84;8.778.600;4.878.400.000;4.740.680.000;30/09/2021;286123000;-0.58;0.00;0.00;2.25;7.59;0;0;0;0;0.86;0;2.09;0.0;13.02;0;0.0;0;0;2.49;0;0;5.691.660.000;1.706.890.000;3.894.190.000;1.569.170.000;-137.720.000;2.172.080.000;0;61.255.000
449;WEGE3;ON N1;WEG SA ON N1;Máquinas e Equipamentos;30,95;03/02/2022;28,56;43,06;231.418.000;129.907.000.000;128.600.000.000;30/09/2021;4197320000;-2.58;37.61;0.82;10.19;3.04;30.57;30.8;5.93;19.4;5.77;16.1;18.02;18.9;24.13;24.2;1.4;27.1;27.07;1.96;30.26;23.1;22.500.300.000;2.942.360.000;14.743.200.000;1.635.210.000;-1.307.150.000;12.750.400.000;3.454.120.000;812.925.000
450;WEST3;ON NM;WESTWING ON NM;Programas e Serviços;3,55;03/02/2022;2,61;12,18;3.249.820;391.110.000;115.301.000;30/09/2021;110172000;-2.74;-12.72;-0.28;0.99;3.60;-6.88;44.1;1.29;-18.7;0.74;-10.1;1.24;-10.8;1.43;-34.0;0.0;-7.8;-2.03;4.48;-2.03;0;527.684.000;311.063.000;405.167.000;35.254.000;-275.809.000;396.627.000;-30.755.000;-9.318.000
451;WHRL3;ON;WHIRLPOOL S.A. ON;Utilidades Domésticas;6,35;03/02/2022;6,16;7,05;16.463;9.542.690.000;8.382.700.000;30/09/2021;1502790000;-0.16;8.76;0.72;3.80;1.67;9.27;18.5;0.84;9.1;1.05;9.6;9.78;11.4;18.26;35.9;9.2;43.4;6.93;1.16;8.14;6.7;9.066.990.000;2.255.390.000;7.074.660.000;1.095.400.000;-1.159.990.000;2.511.990.000;1.089.490.000;398.031.000
452;WHRL4;PN;WHIRLPOOL S.A. PN;Utilidades Domésticas;7,00;03/02/2022;6,95;8,90;88.422;10.519.500.000;9.359.510.000;30/09/2021;1502790000;-0.28;9.66;0.72;4.19;1.67;10.22;18.5;0.93;9.1;1.16;9.6;10.78;11.4;20.13;35.9;9.2;43.4;7.74;1.16;9.09;6.7;9.066.990.000;2.255.390.000;7.074.660.000;1.095.400.000;-1.159.990.000;2.511.990.000;1.089.490.000;398.031.000
453;WIZS3;ON NM;WIZ S.A. ON NM;Previdência e Seguros;8,20;03/02/2022;5,62;18,54;15.198.300;1.311.240.000;1.004.950.000;30/09/2021;159907000;-2.26;7.19;1.14;3.35;2.45;3.40;66.1;1.50;44.1;1.07;22.6;3.95;31.6;-7.26;58.7;7.4;46.7;2.36;2.12;2.61;14.8;1.220.190.000;529.431.000;627.969.000;223.142.000;-306.289.000;391.028.000;182.427.000;22.007.000
454;WLMM3;ON;WLM ON;Comércio;34,00;16/12/2021;17,77;44,34;406;1.238.100.000;1.077.280.000;30/09/2021;36414700;0.00;13.25;2.57;2.33;14.56;10.93;12.8;0.71;6.5;1.90;5.4;4.97;17.4;6.30;24.3;2.0;17.6;9.20;4.65;9.51;35.4;651.248.000;166.902.000;317.115.000;6.080.000;-160.822.000;530.316.000;93.424.000;19.936.000
455;WLMM4;PN;WLM PN;Comércio;30,88;03/02/2022;26,43;42,12;60.232;1.124.490.000;963.663.000;30/09/2021;36414700;-0.03;12.04;2.57;2.12;14.56;9.93;12.8;0.65;6.5;1.73;5.4;4.52;17.4;5.72;24.3;2.5;17.6;8.23;4.65;8.51;35.4;651.248.000;166.902.000;317.115.000;6.080.000;-160.822.000;530.316.000;93.424.000;19.936.000
456;YDUQ3;ON;YDUQS PART ON;Diversos;22,48;03/02/2022;18,06;35,50;58.255.100;6.948.320.000;10.219.900.000;30/09/2021;309089000;2.18;53.50;0.42;2.08;10.83;15.94;54.1;1.61;10.1;0.70;3.0;13.54;4.4;-1.95;5.6;2.1;3.9;9.14;1.21;23.44;5.7;9.927.810.000;1.897.910.000;3.010.860.000;5.169.530.000;3.271.620.000;3.346.510.000;129.880.000;72.831.000
